GNF-Pf identifier,JC_XSMILES,Qualifier,PF proliferation inhibition 3D7 EC50 uM
GNF-Pf-3173,CC(CC1=CC=CC=C1)NCCCCCCCNC(C)CC2=CC=CC=C2,,0.2675
GNF-Pf-3174,ClC1=CC=C2C(=O)C3=CC=CC=C3NC2=C1,,0.0955
GNF-Pf-3175,O=C(NC1=CC=CC(=C1)C2=NCCN2)C3=CC=C(C=C3)C(=O)NC4=CC=CC(=C4)C5=NCCN5,,0.599
GNF-Pf-3177,CCCCCCN(C(CC)C1=NC2=CC=CC=C2C(=O)N1C3=CC=C(Cl)C=C3C)C(=O)C4=CC=CC(OC)=C4,,1.121
GNF-Pf-3178,CCOC(=O)CCC(=O)OC1=CC=CC=C1C2=C(NC(C)(C)CC(C)(C)C)N3C=CC=CC3=N2,,1.059
GNF-Pf-318,ClC1=CC=C2N(CC(=O)C3=CC=CC=C3)C(=O)OC2=C1,,12.5
GNF-Pf-3180,CC1=CC=C(C=C1)C2C3=C(CC(C)(C)CC3=O)N(CC4=CC=C5OCOC5=C4)C6=C2C(=O)CC(C)(C)C6,,3.75
GNF-Pf-3181,COCCSC1=NC2=C(C(=O)N1C3=CC=C(OC)C=C3)C4=C(CN(C)CC4)S2,,3.025
GNF-Pf-3182,CN1C(SCC=C)=NC=C1C2=CC=C(Cl)C=C2,,12.5
GNF-Pf-3183,OC1=CC=C(Cl)C=C1CNC2=NC3=CC=CC=C3N2,,0.921
GNF-Pf-3184,OCCCCN1C(=O)C2=CC=C3C(=O)N(CCCCO)C(=O)C4=CC=C(C1=O)C2=C34,,0.354
GNF-Pf-3185,CCN(CC)CCNC1=CC=C(NC2=CC=NC3=CC4=CC=CC=C4C=C23)C=C1,,0.02818
GNF-Pf-3186,COC1=CC=C(NC(=O)CN2C(C)=C(C=O)C3=CC=CC=C23)C=C1,,1.453
GNF-Pf-3187,NC1=CC=C2NC(C=CC3=CC=C(Cl)C=C3)=NC2=C1,,0.58
GNF-Pf-3188,ClC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NC(CN3CCCC3)C4=CC=CC=C4,,0.1605
GNF-Pf-3189,O[C@H]([C@H]1C[C@@H]2CCN1C[C@@H]2C=C)C3=CC=NC4=CC=CC=C34,,0.0953
GNF-Pf-319,CC1CCN(CC1)C(=O)CSC2=NC(NCC3=CC=CC=C3)=C4C=CC=CC4=N2,,0.673
GNF-Pf-3190,FC(F)(F)C1=CC(=NC2=CC(=NN12)C(=O)NC3=CC=C(Br)C=C3C(=O)C4=CC=CC=C4)C5=CC=CS5,,12.5
GNF-Pf-3191,COC(=O)CNC(C1=CC=CC=C1Cl)C2=CC(Br)=CC=C2NS(=O)(=O)C3=CC=C(C)C=C3,,1.925
GNF-Pf-3193,CC1=CC(NC(C2=CC=CC(Br)=C2)C3=CC=C4C=CC=NC4=C3O)=NO1,,0.2672
GNF-Pf-3194,C[N+]1=CC=C(\C=C\C2=CC=C(O)C=C2)C=C1,,0.3034
GNF-Pf-3195,COC1=CC2=NC(=NC(N)=C2C=C1OC)N3CCN(CC3)C4=NC(N)=C5C=C(OC)C(OC)=CC5=N4,,0.0911
GNF-Pf-3196,CCN1CCN(CCCNC(=S)NC2=CC=C3N=C(C=C(C)C3=C2)N4CCCC4)CC1,,0.2558
GNF-Pf-3197,CCCCN1C(=O)C(\SC1=NC2=CC(C)=CC=C2C)=C3\SC4=CC=CC=C4N3C,,0.581
GNF-Pf-32,CC1=CC=C(NC(NC2=CC=CC=C2O)=NC3=CC=C(C)C=C3)C=C1,,1.528
GNF-Pf-320,COC1=CC=CC=C1C(=O)NNC(=O)C2=CC=CC=N2,,1.711
GNF-Pf-3202,CN(C)C1=C(N(C(C)=O)C2=CC=C(F)C(F)=C2)C(=O)C3=CC=CC=C3C1=O,,0.01612
GNF-Pf-3203,[O-][N+](=O)C1=CC=C(NCCNC2=NC(=NC3=CC=CC=C23)N4CCCC4)C=C1,,0.564
GNF-Pf-3204,OC(CN1N=NC2=CC=CC=C12)CN3C4=CC=C(Br)C=C4C5=CC(Br)=CC=C35,,3.37
GNF-Pf-3205,COC1=CC(=CC(OC)=C1O)C2=NC(=C(N2)C3=CC=CC=C3)C4=CC=CC(Cl)=C4,,0.583
GNF-Pf-3207,CN(C)CCCCC1=CN=C(C)C2=C1C3=CC=CC=C3N2,,0.472
GNF-Pf-3209,C1CCN(CC1)C2=NC3=C(CN(CC3)CC4=CC=CC(OC5=CC=CC=C5)=C4)S2,,0.2937
GNF-Pf-321,CN(C)C1=CC=C(N\C=C\C(=O)C(C)(C)C)C=C1,,1.452
GNF-Pf-3210,CC(C)CC(NC(=O)C(NC(=O)C1=CC=CC=C1)=CC2=CC=CO2)C(=O)OCC3=CC=CC=C3,,12.5
GNF-Pf-3211,CCOC(=O)C(=CNC1=CC=CC=C1[N+]([O-])=O)C(=O)OCC,,7.99
GNF-Pf-3212,CN(CCCNC1=CC=NC2=CC(Cl)=CC=C12)C(=O)CC(C)(C)C,,0.2364
GNF-Pf-3213,OCCC1CN(CCN1CC2=CC=CC=C2)CC3=CC=CC(Cl)=C3,,12.5
GNF-Pf-3214,COC1=CC=C(C=C1)C2=C[N+](CC3=CC=C(Cl)C(Cl)=C3)=C4CCCN24,,0.537
GNF-Pf-3215,CCCCCCCC1=CC(O)=C2C3=C(CCC(C)C3)C(=O)OC2=C1,,1.211
GNF-Pf-3216,CCOC(=O)C1=C(C)N=C(S1)C2=CN=CC=C2C(F)(F)F,,0.912
GNF-Pf-3217,CCOC(=O)C1=C(C)N(C2=CC=CC=C2)C3=CC=C(OC(=O)C4CC4)C=C13,,0.749
GNF-Pf-3218,COCCNC(=O)C(N(CC1=CC=CC=C1)C(=O)CCC(=O)NC2=NC=CS2)C3=CC=C(C)C=C3,,4.59
GNF-Pf-3219,CC1=CC=CC=C1C[N+]2=C3CCCN3C(=C2)C4=CC=C(Cl)C=C4,,1.39
GNF-Pf-322,COC1=CC=C(C=C1)C(=O)\C(=C\NC2CCN(CC2)CC3=CC=CC=C3)C#N,,0.2564
GNF-Pf-3220,NC1=C(SC2=NC3=C(CCCC3)C(C4=CC=CS4)=C12)C(=O)NC5=CC=C(F)C=C5,,1.134
GNF-Pf-3221,ClC1=CC=C(CN2CCN(CC2)C3=CC(C4=CC=CC=C4)=C(C#N)C5=NC6=CC=CC=C6N35)C=C1,,1.12
GNF-Pf-3222,COC1=CC=C(C=CC(=O)NC2=CC=C3N=C(C=C(C)C3=C2)N4CCN(C)CC4)C=C1OC,,0.708
GNF-Pf-3223,ClC1=CC(Cl)=CC(NC(=O)C2C3OC4(C=C3)C2C(=O)N(CCC5=CCCCC5)C4C(=O)NC6CCCCC6)=C1,,11.03
GNF-Pf-3224,CCOC(=O)C1=CC=C2N(CC)C(\C=C\N(C)C3=CC=CC=C3)=[N+](CC)C2=C1,,0.2724
GNF-Pf-3225,COC1=CC=CC=C1N(CN2C(=O)C3=CC=C(Br)C=C3C2=O)C(C)=O,,1.25
GNF-Pf-3226,CC(C)OC(=O)C1=C(C)N=C(N=C1C(=O)N2CCN(C(C)C2)C(=O)NC3=CC=C(C)C=C3)C4=CC=CC=C4,,0.441
GNF-Pf-3227,COCCN1C(C2=CC=CC=C2[N+]([O-])=O)C(=C(O)C1=O)C(=O)C3=CC=CC=C3,,12.5
GNF-Pf-3228,CCC[N+]1=CC=CC2=CC=C3C=CC=NC3=C12,,0.2097
GNF-Pf-3229,OC1=CC=CC(CN2CC3CC(C2)C4=CC=CC(=O)N4C3)=C1,,12.46
GNF-Pf-323,CCCN1CCC(CC1)N2C[C@H](C[C@H]2C(=O)NCCC3=CC=C4OCOC4=C3)NCC5=CC(C)=CC=C5C,,0.478
GNF-Pf-3230,CCC1=CC=CC(NC(=S)N2CCCC2C3=CC=CC=C3C(F)(F)F)=C1,,0.408
GNF-Pf-3231,CC(C)(C)CC(C)(C)NC1=C(N=C2C=CC=CN12)C3=CC=CC=C3OC(=O)C(C4=CC=CC=C4)C5=CC=CC=C5,,0.882
GNF-Pf-3232,COC(=O)NCCNC(=O)COC(C1=CC=CS1)C2=CC=CN=C2Cl,,0.185
GNF-Pf-3233,COC1=CC(=CC(Br)=C1OC)C2C3=CC4=C(OCO4)C=C3OC(N)=C2C#N,,3.118
GNF-Pf-3235,O=C(CN1C(=O)OC2=CC(=CC=C12)S(=O)(=O)N3CCCC3)NC4=CC=CN=C4,,0.951
GNF-Pf-3236,CC(C)C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CC(C)=N2,,6.15
GNF-Pf-3237,CC1=CC=C(NC2=C(C(=O)C3=CC=CC=C23)C4=CC=C(C=C4)C(F)(F)F)C=C1C,,1.236
GNF-Pf-3238,C1COC(C1)CNC2=NC(NC3=CC=CC=C3)=NC4=CC=CC=C24,,0.1142
GNF-Pf-3239,ClC1=CC=C(NCN2N=NC3=CC=CC=C23)N=C1,,8.2
GNF-Pf-324,COC1=C(Br)C2=C(C=CC3(O2)N(C)C4=CC=CC=C4C3(C)C)C=C1[N+]([O-])=O,,1.741
GNF-Pf-3240,OC(CNC1CCCCC1)CN2C3=CC=C(Br)C=C3C4=CC(Br)=CC=C24,,0.451
GNF-Pf-3241,C1CN(CCN1CC2=NN=NN2CC3=CC=CC=C3)C(C4=CC=CC=C4)C5=CC=CC=C5,,2.866
GNF-Pf-3242,NC1=CC=C(C=C1)C2=NC3=CC(OC4=CC=C5NC(=NC5=C4)C6=CC=C(N)C=C6)=CC=C3N2,,0.683
GNF-Pf-3243,CCCC(C(C)=NNC1=CC=CC=C1[N+]([O-])=O)C(=O)OCC,,1.268
GNF-Pf-3244,C[N+]1=CC=CC=C1\C=C\C2=C(OC3=CC=CC=C3O2)C4=CC=CC=C4,,0.1333
GNF-Pf-3245,CC1=C(C#N)C2=NC3=CC=CC=C3N2C(=C1)N4CCN(CC4)C5CCCC5,,0.743
GNF-Pf-3246,CCCCCCCC(=O)N1CCN(CC1)CCN(CC2=CC=C(F)C=C2)C(=O)C3=C(C)ON=C3C4=C(F)C=CC=C4Cl,,1.761
GNF-Pf-3247,CC(C)N(CCNC1=NC=NC2=C1NC3=CC=C(Cl)C=C23)C(C)C,,0.2617
GNF-Pf-3248,O=C(CN1CCCC1)NC2=NC(=CS2)C3=CC=C4N(CCC4=C3)S(=O)(=O)C5=CC=CC=C5,,0.468
GNF-Pf-3249,COC1=CC2=C(C(=O)C3=CC=CC=C3C2=O)C(OC)=C1CN4CCN(CC4)C5=CC=CC=C5,,0.1305
GNF-Pf-325,CC(C)CNC(=O)C1=CN=C(NCCCN2CCCCC2C)N=C1NCCC3=CC=CC=C3,,0.374
GNF-Pf-3250,CCC(=O)O[C@@H]([C@@H]1C[C@@H]2CCN1C[C@@H]2C=C)C3=CC=NC4=CC=CC=C34,,0.364
GNF-Pf-3252,ClC1=CC=C(OCC2=NC3=CC=CC=C3N2CCC4=CC=CC=C4)C=C1,,0.72
GNF-Pf-3254,CC(=O)N(C1=CC=C(F)C(F)=C1)C2=C(N3CCOCC3)C(=O)C4=CC=CC=C4C2=O,,0.0743
GNF-Pf-3255,FC1=CC=C(CCNC2=CC=CC=C2C(=O)OCC(=O)N3CC(=O)NC4=CC=CC=C34)C=C1,,0.2187
GNF-Pf-3256,CC(C)CC1=NC(N2CCOCC2)=C3N=NN(CC4=CC=CC=C4)C3=N1,,3.029
GNF-Pf-3257,CCCC(=O)NC(C1=CC=C(Cl)C=C1)C2=CC=C3C=CC=NC3=C2O,,0.2876
GNF-Pf-3258,CC(C)(C)C1=CC=C(C=C1)C2=NC(=CS2)C34CC5CC(CC(C5)C3)C4,,12.5
GNF-Pf-3259,OCCNC1=NC(NC2=CC=C(Cl)C(Cl)=C2)=NC3=CC=CC=C13,,0.1399
GNF-Pf-326,CN1[C@H](C[C@H](NS1(=O)=O)C2=CC=C(F)C=C2)C(=O)NC3=CC=C4OCOC4=C3,,1.955
GNF-Pf-3260,CSC1=NC2=C(C(=O)N1C3=CC=CC=C3)C4=C(CN(CCC5=CC=CC=C5)CC4)S2,,0.859
GNF-Pf-3261,COC1=NC(NC2=CC=C(C=C2)C(C)C)=NC(OC)=N1,,0.677
GNF-Pf-3262,COC1=CC=C(C(OC)=C1C(=O)NC(=O)NC2=NC(C)=NC(OC)=N2)[N+]([O-])=O,,0.2655
GNF-Pf-3263,COC1=CC=C(C=N1)C2=CN=C3C=CC(NCC4=CC=CC(Cl)=C4)=NN23,,0.805
GNF-Pf-3264,NC1=CC=C(C=C1)C2=NC3=CC(OC4=CC=C(OC5=CC=C6NC(=NC6=C5)C7=CC=C(N)C=C7)C=C4)=CC=C3N2,,0.2884
GNF-Pf-3266,[O-][N+](=O)C1=CC=C(C=C1)N2CCN(CC2)C(=S)NC3=CC=CC=C3,,6.01
GNF-Pf-3267,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H]2CSSC[C@@H](NC1=O)C(=O)N2)C(C)C,,1.25
GNF-Pf-3269,COC(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCC3(CC2)NC4=CC=CC=C4N5C=CC=C35,,1.25
GNF-Pf-327,CN(C)C1=CC=C(C=C1)N2C(N)=NC(N)=NC23CCCC3,,0.2437
GNF-Pf-3270,FC1=CC=C(C=C1Br)C=C2SC(NC2=O)=NC3=CC=CC=C3,,12.5
GNF-Pf-3271,CN(C)CCCNC1=NC(C)=NC2=C1SC3=NC4=C(COC(C)(C)C4)C=C23,,12.5
GNF-Pf-3273,CC(C)CC(=O)N(C)CCCNC1=CC=NC2=CC(Cl)=CC=C12,,0.74
GNF-Pf-3274,CCN(CC)CCNC1=NC=NC2=C1NC3=CC=C(Br)C=C23,,0.288
GNF-Pf-3275,NCCNC1=CC(=NC2=CC=CC=C12)C3=CC=CC=C3,,0.318
GNF-Pf-3276,ClC1=CC=C(CN2CCN3C(=O)C4=CC=CC=C4N=C23)C=C1,,1.608
GNF-Pf-3277,CCC1=CC=C2N=CC(C(=O)OCCOC)=C(O)C2=C1,,0.777
GNF-Pf-3278,COC1=CC=CC(OC)=C1C(=O)NCCCCNC2=CC=NC3=CC(Cl)=CC=C23,,0.449
GNF-Pf-3279,CC(C)NCC(O)CN1C2=CC=C(Br)C=C2C3=CC(Br)=CC=C13,,0.2165
GNF-Pf-328,FC1=CC=C(NC2=NC(OC(C(F)(F)F)C(F)(F)F)=NC(OC(C(F)(F)F)C(F)(F)F)=N2)C=C1,,1.338
GNF-Pf-3280,CC1=C(C)C=C2C(NC(C)(C)C3=C2C(SS3)=NC4=C(C)C(C)=CC=C4)=C1,,8.59
GNF-Pf-3281,CN1C(=O)N(C)C2=C(N3CC(O)CN(C4=CC=CC=C4)C3=N2)C1=O,,0.0726
GNF-Pf-3282,COC1=CC=C(C=C1)S(=O)(=O)ON=C2C=C(C(C)C)C(=O)C=C2C,,0.834
GNF-Pf-3283,CC1=NC2=CC=CC=C2C(=O)N1NC(=O)C3=CC=CC(=C3)[N+]([O-])=O,,0.1409
GNF-Pf-3284,COC1=CC=C(CCNC2=NC=NC3=C2NC4=CC=CC=C34)C=C1,,0.2987
GNF-Pf-3285,COC1=CC=C(C=C1)C2CC(=NN2C(=O)CSC3=NN=C(CNC(=O)C4=CC=CS4)N3C5=CC=CC(C)=C5)C6=CC=CS6,,10.35
GNF-Pf-3287,CCOC(=O)C1=CN=C2C(C=CC3=CC=CC=C23)=C1NC4=CC=C(NC(C)=O)C=C4,,6.9
GNF-Pf-3288,OC1=C(C=CC2=CC=CN=C12)C(NC3=CC=CC=N3)C4=CC=C(Cl)C=C4Cl,,1.303
GNF-Pf-3289,CCN1C=CC=CC1=NC2=CC=CC=[N+]2CC,,1.503
GNF-Pf-3290,FC(F)(F)C1CC(NC2=CC(=NN12)C(=O)N3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)C6=CC=C7OCOC7=C6,,5.26
GNF-Pf-3291,CC1=CC=C(CNC(=O)CCCCCN2C(=O)C3=C(C=CS3)N=C2SCC4=CC=CC(=C4)[N+]([O-])=O)C=C1,,6.28
GNF-Pf-3292,CCCCCC(=O)NCCCCCCNC1=CC=NC2=CC(Cl)=CC=C12,,0.2535
GNF-Pf-3293,COC1=CC=C(C=C1)N2C=NC3=CC(NCC4=NC5=CC=CC=C5N4C)=CC=C23,,0.912
GNF-Pf-3294,C(COC1=CC=C(NC2=CC=NC3=CC4=CC=CC=C4C=C23)C=C1)OC5=CC=CC=C5,,0.1244
GNF-Pf-3295,CC1=CC=C2NC(=NC2=C1)C(=CC3=CN(CC4=CC=C(Cl)C=C4Cl)N=C3C5=CC=CC=C5)C#N,,1.815
GNF-Pf-3297,CC[N+]1=C(SC2=CC=C(Cl)C=C12)C=CN(C)C3=CC=CC=C3,,0.2231
GNF-Pf-3298,CN1C(=CC2=C1C=C(Cl)S2)C(=O)NCC3=CC=C(C)C=C3,,3.128
GNF-Pf-3299,CCN(CC)C1=NC(NC2=CC=CC=C2O)=NC(NC3=CC(C)=CC=C3C)=N1,,0.439
GNF-Pf-33,COC1=CC=C(C=C1Br)C2=CSC(NC(=O)COC3=CC=CC=C3Cl)=N2,,1.635
GNF-Pf-3300,CC(N(CC1=CC=CC=C1)C(=O)NC2=CC=CC(Br)=C2)C3=NC4=CC=CC=C4C(=O)N3C5=CC=CC=C5Cl,,1.25
GNF-Pf-3303,CC1=CC=C2NC3=C(NCCN4CCCC4)N=CN=C3C2=C1,,0.514
GNF-Pf-3304,COC1=CC=CC(CCOC2=CC=C3NC(=O)[C@H](CC4=CC=C(O)C=C4)N(C(CC(C)C)C(=O)NC5CCN(CC5)CC6=CC=CC=C6)C(=O)C3=C2)=C1,,0.502
GNF-Pf-3305,CCC(C)C(=O)N1CCC(CC1)C(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4O3,,1.862
GNF-Pf-3306,COC1=CC=C(C=C1)C2=NOC(CNC(=O)C3=CC=CC(I)=C3)=N2,,12.5
GNF-Pf-3307,COC1=CC(=CC=C1OCC2=CC=CC=C2)C3C(=C(C)NC4=C3C(=O)CC(C4)C5=CC=C(Cl)C=C5)C(=O)OCCC6=CC=CC=C6,,6.94
GNF-Pf-3308,CC1=CC=C(C=C1)C2=CN3C=CC=CC3=[N+]2C4=CC=CC=C4,,0.2136
GNF-Pf-3309,C1CCN(CC1)CCNC2=NC=NC3=C2NC4=CC=CC=C34,,0.704
GNF-Pf-331,O=C(N1CCN(CC1)C2=CC=CC=N2)C3=CC=CS3,,2.022
GNF-Pf-3310,OC1=C(SC2=NNC=N2)C=C(NS(=O)(=O)C3=CC=C(F)C=C3)C4=CC=CC=C14,,1.597
GNF-Pf-3311,CN1CCC(CCNCC2=CC=C(OCC(O)CN(C)CC3=CC=CC=C3)C=C2)CC1,,1.111
GNF-Pf-3312,CC1=CC=CC=C1OCCSC2=NC3=CC=C(NC(=O)C4=CC=CS4)C=C3S2,,0.497
GNF-Pf-3313,CC1=CC(C)=C(C(NC2=CC=CC=N2)C3=CC=C4C=CC=NC4=C3O)C(C)=C1,,3.18
GNF-Pf-3315,CC(C)C1=CC=C(NC(=O)C(CC2=CC=CS2)C3=NN=NN3)C=C1,,11.26
GNF-Pf-3316,CC(OC(=O)C1=CC=CC=C1N2C(=O)C3C4C=CC(C5CC45)C3C2=O)C(=O)C6=CC=CC=C6,,0.961
GNF-Pf-3317,COC1=CC(=CC=C1OCC2=CC=C(Cl)C=C2)C=C(C#N)C3=NC4=CC=CC=C4N3,,0.763
GNF-Pf-3318,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](OC(=O)C3CC3)C4=CC=NC5=CC=CC=C45,,0.666
GNF-Pf-3319,CC1=CC=C2C(C)=NC(NC(N)=N)=NC2=C1,,0.406
GNF-Pf-332,CN(C)CCCNC1=C2CCCC2=NC3=CC=C(C)C=C13,,0.935
GNF-Pf-3320,FC1=CC=CC=C1C2=NC3=C(C(=O)O2)C4=C(CCCC4)S3,,12.5
GNF-Pf-3321,CC(=O)N(C1=CC=C(Cl)C(Cl)=C1)C2=C(N3CCOCC3)C(=O)C4=CC=CC=C4C2=O,,0.2195
GNF-Pf-3322,COC(=O)C1=C(NC(=O)C2=CC=C(C)S2)C3=CC=C(CN4CCCC(C)C4)N=C3S1,,1.813
GNF-Pf-3323,CC1=NOC(=O)C1=CC2=CC=CS2,,8.25
GNF-Pf-3324,CNC1=C(N(C(C)=O)C2=CC=C(Br)C=C2)C(=O)C3=CC=CC=C3C1=O,,0.1619
GNF-Pf-3325,C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)C1O)\C(C)=C\C3=CSC(C)=N3,,1.029
GNF-Pf-3326,CC1=CC=C(NC(=O)C2=C(N)C3=C(C4=C(CCCCC4)N=C3S2)C5=CC=CS5)C=C1,,5.57
GNF-Pf-3327,CC1=CC=C(C=C1)C2CC(O)=C3C(N(C(=O)C(F)(F)F)C4=CC=CC=C4N=C3C2)C5=CC=C(OCC6=CC=CC=C6)C=C5,,1.658
GNF-Pf-3328,CCCCCCC1=CC=C(C=C1)C(=O)NCCCCNC2=CC=NC3=CC(Cl)=CC=C23,,0.2406
GNF-Pf-3329,CCOC(=O)C1=C(N=c2sc(=CC3=CC=CN=C3)c(=O)n2C1C4=C(OC)C=CC5=CC=CC=C45)C6=CC=CC=C6,,4.15
GNF-Pf-333,CC1CCCCN1CCCNC2=NC=C(C(=O)NCCC3=CC=CC=C3)C(NCC4CCCO4)=N2,,0.914
GNF-Pf-3330,COC1=CC=C(C=C1Br)C2C(=C(C)NC3=C2C(=O)CC(C)(C)C3)C(=O)OC4CCCC4,,7
GNF-Pf-3331,CC1=CC2=C(NC3=C(C(N2)C4=CC=C(Cl)C(F)=C4)C(=O)CC(C)(C)C3)C=C1C,,1.074
GNF-Pf-3332,[O-][N+](=O)C1=CC(=CC=C1NCCCN2CCCCCC2)C(=O)NC3=CC=C(C=C3)C(F)(F)F,,0.1196
GNF-Pf-3333,CC(OC1=CC=C(Cl)C=C1Cl)C2=NC(=NO2)C3=CC=C(NC(=O)C4=CC=CO4)C=C3,,0.3134
GNF-Pf-3334,O=C1CC(N2CCCCCC2)C(=O)N1C3=CC=C(C=C3)N4C(=O)CC(N5CCCCCC5)C4=O,,1.25
GNF-Pf-3335,CN(C)C1=CC=C(C=C1)C=C2C(=O)NC(=O)N(CC3=CC=CC=C3Cl)C2=O,,12.5
GNF-Pf-3336,CN(CCCNC1=CC=NC2=CC(Cl)=CC=C12)C(=O)CCC3=CC=CC=C3,,0.1361
GNF-Pf-3337,CC1=NC2=CC(=NN2C(O)=C1C)C3=CC=C(I)C=C3,,4.2
GNF-Pf-3338,CCCCC(=O)N(C)CCCNC1=CC=NC2=CC(Cl)=CC=C12,,0.124
GNF-Pf-3339,CC1(C)C(OC(=O)C2(CCCCC2)C1=O)C=CC3=CC=CC=C3,,12.5
GNF-Pf-334,CCOC(=O)NN=C1CC[C@]2(C)C3CC[C@@]4(C)C(CC5CCCCC45C(C)=O)C3C=CC2=C1,,0.902
GNF-Pf-3340,COC1=CC(CNC2=CC=C(C=C2)N3CCCCC3)=CC(Cl)=C1OCC4=CC=C(F)C=C4,,3.039
GNF-Pf-3341,CN1N=C(C(=C1NC(=O)NC2=CC=C(F)C=C2F)C3=CC=C(F)C=C3)C(F)(F)F,,0.2914
GNF-Pf-3342,CC1(C)C2CCC1(C)C(C2)OCC[N+]3(CCCC3)CC4=CC=CC=C4,,0.1607
GNF-Pf-3343,CCCN(CCC)CCNC(=O)C1=CC2=C(S1)N(C)N=C2C3=CC=C(Cl)C=C3,,0.2533
GNF-Pf-3344,CCOC(=O)C1=C(C)N(C2=CC=CC=C2)C3=CC=C(OC(=O)C4=CC=CC=C4NC(=O)CC)C=C13,,1.064
GNF-Pf-3346,COC1=CC=C2C(C)=NC(NC(N)=N)=NC2=C1,,0.417
GNF-Pf-3347,COC1=CC=C(C=C1)C2=NC3=CC(=CC=C3CN2C(C)C)C(=O)NCCN4CCOCC4,,5.27
GNF-Pf-3348,FC(F)(F)C1=CC=C(CN2C(=O)C3=CC=CC(N4CCCC(C4)C(=O)N5CCCCC5C6=CC=CN=C6)=C3C2=O)C=C1,,3.41
GNF-Pf-3349,N=C1C2=C(CCCC2)N(CCC3=CC=CC=C3)C4=C1CCC4,,0.0587
GNF-Pf-335,NCCCNC1=NC=C(C(=O)NCC2=CC=CC=C2)C(NCC3CCCCC3)=N1,,0.0912
GNF-Pf-3350,CC1=CC(C)=CC(NC2=C(C(=O)C3=CC=CC=C23)C4=CC=CC=C4)=C1,,1.828
GNF-Pf-3351,C=CCCC(=O)N1CCC(CC1)C(=O)NC2=CC=C(C=C2)C3=NC4=CC=CC=C4O3,,5.42
GNF-Pf-3353,CC(NC(=O)C1=C2N=C(C=C(N2N=C1)C(F)(F)F)C3=CC=C(Br)C=C3)C4=CC=CC=C4,,10.78
GNF-Pf-3354,CC1=CC2=NC(=C(NC(C)(C)CC(C)(C)C)N2C=C1)C3=CC=CC=C3OC(=O)C4=CC=C5C=CC=CC5=C4,,0.729
GNF-Pf-3355,CC1=C(NC(=O)C2C3N(CCC4=CC=CC=C34)C(=O)C5=CC=CC=C25)C=CC=C1[N+]([O-])=O,,4.07
GNF-Pf-3356,CCN(CC)CCNC1=NC(\C=C\C2=CC=C(Cl)C=C2)=NC3=CC4=CC=CC=C4C=C13,,0.1241
GNF-Pf-3357,OC1CC(N(C1)C(=O)NC2=CC=CC=C2)C(=O)NCC3=CC=CC=C3C(F)(F)F,,1.25
GNF-Pf-3358,C1CNC2=C(C=NC3=CN=C4C=CC=CC4=C3)C5=CC=CC=C5N2C1,,0.663
GNF-Pf-3359,O=C(NC1=CC=C(OC2=CC=CN=C2)C=C1)C3CCN(CC3)CC4=CC5=CC=CC=C5O4,,0.367
GNF-Pf-336,OCCN(CCO)CCCNS(=O)(=O)C1=CC=CC2=C(C=CC=C12)[N+]([O-])=O,,1.177
GNF-Pf-3360,CCN1CCN(CC1)C2=CC(C)=C(C#N)C3=NC4=CC=CC=C4N23,,0.798
GNF-Pf-3361,COC1=CC=C2N=C(NC(N)=N)N=C(C)C2=C1,,0.712
GNF-Pf-3363,CC(C)CCNC(=O)CN1C(=O)C2=CC=CN=C2OC3=CC=CC=C13,,4.05
GNF-Pf-3364,CCCCOC1=CC=C(C=C1)C(O)C(CN2CCCCC2)C3=CC=CC=C3,,0.835
GNF-Pf-3365,CC(=O)C1C(=O)C2=C(C=CC=C2[N+]([O-])=O)C1=NC3=CC=CC=C3C,,0.643
GNF-Pf-3366,CC1=CC=C(NC(=O)C2=CC(=CN(C2=O)C3=CC=C(C)C=C3C)C(=O)C4=CC(Cl)=CC=C4O)C(C)=C1,,0.934
GNF-Pf-3367,CC(C)OC(=O)C1=CC=CN=C1SCC(=O)NC2=CC=C(C=C2Cl)C(F)(F)F,,5.54
GNF-Pf-3368,FC(F)(F)C1=CC=CC=C1NC(=O)N2CCC(CC2)N3CCCCC3,,9.51
GNF-Pf-3369,N1C(=NC2=CC=CC=C2C1(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5,,0.754
GNF-Pf-337,CCN1CCN(CC1)C2=CC(C)=C3C=C(NC(=O)\C=C\C4=C(C)C=CS4)C=CC3=N2,,1.594
GNF-Pf-3370,COC1=CC=CC=C1N2CCN(CC2)C3=CC=C(NC(=O)C4=CC=C(F)C=C4)C=C3C(=O)N5CCCC5,,1.25
GNF-Pf-3371,ClC1=CC=C2C(NCCCCNC(=O)C3CCCCC3)=CC=NC2=C1,,0.311
